SimpleName,BasicCode,SampleCode,StructureCode,StructureNo,Structure,Material,Description,Layers,Treatment,Thickness,Weight,PressureDrop,Quality,Filt1,Filt2,Filt3,Filt4,Filt5,Filt6,Filt7,Filt8,Filt9,Filt10,Filt11,Filt12,Filt13,Filt14,Filt15,Filt16,Wetting (% mass change)
Gauze,W1,W1x16,W,1,Woven,Cotton-based,Medical gauze,16,None,4,609,4,56,0.95,0.94,0.93,0.91,0.86,0.85,0.84,0.84,0.8,0.75,0.7,0.67,0.68,0.58,NaN,0,
Batik cotton,W2,W2,W,1,Woven,Cotton-based,"Lightweight, fine-gauge, plain weave, light green",1,None,0.3,123,60,8,0.99,0.97,0.93,0.89,0.83,0.75,0.7,0.66,0.6,0.55,0.47,0.39,0.33,0.18,0,0,
Downproof cotton ,W3,W3,W,1,Woven,Cotton-based,"Lightweight, fine-gauge plain weave, downproof ticking, white",1,None,,144,169,6,1.01,0.96,0.85,0.74,0.64,0.51,0.44,0.41,0.38,0.33,0.32,0.3,0.36,0.43,0,NaN,
Flannel,W4,W4x3,W,1,Woven,Cotton-based,"Cotton, medium weight, woven brushed, grey",3,None,,453,33,22,0.89,0.88,0.82,0.78,0.72,0.63,0.58,0.55,0.49,0.41,0.31,0.22,0.11,0,0,0,
Quilting cotton,W5,W5,W,1,Woven,Cotton-based,"Lightweight, plain weave, green",1,None,0.26,105,5,9,1.01,1.02,1.01,1.02,1.01,1,0.98,0.98,0.96,0.92,0.91,0.84,0.86,0.29,0,0,143%
Quilting cotton,W5,W5 WDx10,W,1,Woven,Cotton-based,"Lightweight, plain weave, green",1,Launder,,105,10,20,0.99,0.99,0.97,0.96,0.94,0.91,0.87,0.86,0.82,0.76,0.64,0.57,0.39,0.35,0,0,
"Cotton, 600TC",W6,W6,W,1,Woven,Cotton-based,"Medium weight, plain weave, white",1,None,0.25,121,35,12,1.01,1,0.97,0.94,0.9,0.82,0.76,0.72,0.66,0.57,0.47,0.37,0.34,0.2,0.4,0,
"Spandex cotton, thick",W7,W7,W,1,Woven,Cotton spandex,"Cotton and spandex blend, medium weight, plain weave, black",1,None,,140,65,10,1,0.98,0.93,0.87,0.81,0.7,0.64,0.6,0.54,0.46,0.39,0.36,0.35,0.28,0,0,
"Spandex cotton, thin",W8,W8,W,1,Woven,Cotton spandex,"Cotton and spandex blend, lightweight, plain weave, plaid",1,None,0.27,144,64,10,1.02,1.02,0.96,0.91,0.84,0.71,0.64,0.59,0.51,0.41,0.33,0.25,0.23,0.16,0.09,0,
Polyester satin,W9,W9,W,1,Woven,Polyester,"Lightweight, fine-gauge, satin weave, purple",1,None,0.23,86,10,14,1,1.01,1,0.98,0.97,0.94,0.91,0.89,0.87,0.79,0.72,0.69,0.48,0.57,0,0,101%
Polyester satin,W9,W9 WDx10,W,1,Woven,Polyester,"Lightweight, fine-gauge, satin weave, purple",1,Launder,,86,5,26,0.98,0.97,0.95,0.94,0.92,0.91,0.9,0.89,0.88,0.83,0.8,0.73,0.51,0.69,0.5,0,
Polyester peel ply,W10,W10,W,1,Woven,Polyester,Unknown biocompatibility,1,None,0.07,65,64,0,1.01,1.01,1.01,1.02,1.04,1.01,0.99,1,1,0.97,0.97,0.83,0.76,1.19,0.29,0.4,48%
Polyester crepe,W11,W11,W,1,Woven,Polyester,"Lightweight, fine-gauge, plain weave, smooth, beige",1,None,,130,43,7,1.06,1.04,1.01,0.99,0.94,0.84,0.81,0.78,0.73,0.67,0.62,0.59,0.52,0.52,0.35,NaN,
Polyester crepe,W11,W11,W,1,Woven,Polyester,"Lightweight, fine-gauge, plain weave, smooth, beige",1,None,0.34,130,50,6,0.96,0.97,0.95,0.94,0.91,0.84,0.81,0.78,0.73,0.66,0.59,0.52,0.43,0.44,NaN,NaN,
Polycotton,W12,W12,W,1,Woven,Polyester,"Polyester and cotton blend, medium weight, plain weave, yellow",1,None,,112,29,9,0.98,0.98,0.96,0.94,0.92,0.87,0.83,0.81,0.78,0.74,0.68,0.59,0.6,0.61,0.22,NaN,132%
Polycotton,W12,W12 WDx10,W,1,Woven,Polyester,"Polyester and cotton blend, medium weight, plain weave, yellow",1,Launder,,112,24,12,0.98,0.97,0.95,0.93,0.9,0.85,0.82,0.8,0.75,0.68,0.65,0.52,0.34,0.22,0,0,
Spandex PC,W13,W13,W,1,Woven,Polyester,"Polyester, cotton and spandex blend, medium weight, fine-gauge, plain weave, light blue",1,None,0.23,125,58,11,1,0.99,0.94,0.9,0.83,0.73,0.65,0.6,0.52,0.39,0.34,0.22,0.16,0.08,0,0,
Spandex PC,W13,W13,W,1,Woven,Polyester,"Polyester, cotton and spandex blend, medium weight, fine-gauge, plain weave, light blue",1,None,,125,57,11,0.94,0.93,0.87,0.85,0.8,0.69,0.63,0.59,0.52,0.44,0.33,0.18,0.1,0,0,0,
Wool blend,W14,W14,W,1,Woven,Wool,"Medium weight, woven brushed, blue",1,None,2.2,417,3,22,0.99,0.99,0.98,0.97,0.96,0.94,0.94,0.93,0.94,0.93,0.9,0.81,0.78,0.75,0.85,0.83,
Melton wool,W15,W15,W,1,Woven,Wool,"Medium weight, twill weave, brown",1,None,,440,20,24,0.9,0.9,0.87,0.85,0.8,0.74,0.7,0.67,0.62,0.54,0.45,0.33,0.23,0.12,0.67,NaN,
Melton wool,W15,W15 WDx10,W,1,Woven,Wool,"Medium weight, twill weave, brown",1,Launder,,440,25,18,0.88,0.87,0.85,0.84,0.8,0.74,0.71,0.7,0.63,0.58,0.47,0.4,0.26,0.09,0,0,
Silk,W16,W16,W,1,Woven,Silk,"Natural silk, lightweight, plain weave, white",1,None,0.18,76,8,13,0.98,0.99,0.98,0.97,0.98,0.95,0.92,0.92,0.9,0.88,0.77,0.85,0.7,0.76,0,0,214%
Silk,W16,W16,W,1,Woven,Silk,"Natural silk, lightweight, plain weave, white",1,None,,76,8,9,1.03,1.03,1.03,1.03,1.03,1.01,0.98,0.97,0.93,0.89,0.81,0.66,0.53,0.34,0,0.25,
Silk,W16,W16,W,1,Woven,Silk,"Natural silk, lightweight, plain weave, white",1,None,,76,8,17,0.99,0.99,0.98,0.97,0.96,0.93,0.91,0.9,0.87,0.83,0.81,0.72,0.62,0.62,0,NaN,
Silk,W16,W16 WDx10,W,1,Woven,Silk,"Natural silk, lightweight, plain weave, white",1,Launder,,76,7,30,0.97,0.96,0.94,0.93,0.9,0.88,0.86,0.83,0.81,0.77,0.72,0.73,0.6,0.16,0,0,
Chiffon,W17,W17x6,W,1,Woven,Polyester,"Polyester, very lightweight, plain weave",6,None,,486,3,24,0.98,0.97,0.96,0.96,0.95,0.94,0.93,0.94,0.93,0.95,0.97,0.92,0.89,0.69,0,0,
"Single knit jersey, cream",K1,K1,K,2,Knit,Cotton,"Lightweight jersey, single knit, cream",1,None,0.54,203,8,21,0.96,0.95,0.93,0.93,0.91,0.89,0.89,0.88,0.85,0.83,0.8,0.73,0.72,0.46,0.44,0,
"Single knit jersey, cream",K1,K1x2,K,2,Knit,Cotton,"Lightweight jersey, single knit, cream",2,None,-,407,29,16,0.99,0.98,0.94,0.92,0.88,0.79,0.75,0.73,0.63,0.46,0.31,0.21,0.17,0.06,NaN,NaN,
"Single knit jersey, cream",K1,K1x4,K,2,Knit,Cotton,"Lightweight jersey, single knit, cream",4,None,-,814,66,18,0.91,0.9,0.83,0.79,0.71,0.56,0.5,0.46,0.31,0.13,0.03,0.01,0.01,0,0,0,
"Single knit jersey, grey ",K2,K2,K,2,Knit,Cotton,"Cotton, lightweight, jersey, single knit, grey",1,None,0.6,183,25,21,0.98,0.97,0.92,0.96,0.88,0.77,0.7,0.69,0.6,0.4,0.22,0.12,0.08,0.08,0,NaN,
Ribbed knit cotton,K3,K3,K,2,Knit,Cotton,"Medium weight, ribbed knit, red",1,None,0.9,222,16,28,0.89,0.9,0.87,0.85,0.82,0.75,0.72,0.69,0.64,0.59,0.5,0.43,0.3,0.25,0,0,
Ribbed knit cotton,K3,K3,K,2,Knit,Cotton,"Medium weight, ribbed knit, red",1,None,0.9,222,18,31,0.91,0.9,0.86,0.82,0.77,0.71,0.66,0.64,0.57,0.5,0.42,0.31,0.24,0.19,NaN,0,
"Double knit jersey, yellow",K4,K4,K,2,Knit,Cotton,"Lightweight, jersey, interlock knit, yellow",1,None,,182,5,50,0.87,0.87,0.86,0.85,0.84,0.81,0.81,0.8,0.78,0.76,0.73,0.73,0.63,0.63,0.2,0,258%
"Double knit jersey, yellow",K4,,K,2,Knit,Cotton,"Lightweight, jersey, interlock knit, yellow",1,None,,182,5,54,0.97,0.94,0.91,0.89,0.85,0.82,0.81,0.8,0.77,0.68,0.55,0.56,0.44,NaN,NaN,NaN,
"Double knit jersey, yellow",K4,,K,2,Knit,Cotton,"Lightweight, jersey, interlock knit, yellow",4,None,,728,5,57,0.96,0.94,0.92,0.89,0.86,0.82,0.8,0.8,0.75,0.69,0.63,0.72,0.43,NaN,NaN,NaN,
"Double knit jersey, yellow",K4,K4x6,K,2,Knit,Cotton,"Lightweight, jersey, interlock knit, yellow",6,None,,1092,36,60,0.56,0.52,0.42,0.35,0.28,0.19,0.16,0.14,0.12,0.09,0.05,0.04,0.02,0.05,0,NA,
"Fine gauge, single knit jersey, beige",K5,K5,K,2,Knit,Cotton blend,"Cotton blend, lightweight, fine-gauge jersey, single knit, beige",1,None,0.6,212,34,25,0.94,0.92,0.86,0.81,0.72,0.63,0.58,0.53,0.42,0.25,0.14,0.08,0.05,0,0,0,
Single loopback knit cotton,K6,K6,K,2,Knit,Cotton blend,"Cotton blend, medium weight, single loopback knit, brown",1,None,0.82,270,26,21,0.94,0.93,0.89,0.85,0.79,0.72,0.69,0.65,0.58,0.51,0.42,0.34,0.26,0.12,0.2,NaN,
"Double knit jersey, salmon",K7,K7,K,2,Knit,Cotton blend,"Cotton blend, lightweight, jersey, interlock knit, salmon",1,None,0.56,204,11,63,1.04,0.98,0.92,0.86,0.76,0.64,0.6,0.57,0.5,0.37,0.24,0.15,0.14,0,0.5,0,
"Double knit jersey, salmon",K7,K7 WDx10,K,2,Knit,Cotton blend,"Cotton blend, lightweight, jersey, interlock knit, salmon",1,Launder,,204,11,31,0.96,0.93,0.9,0.88,0.84,0.8,0.76,0.76,0.71,0.66,0.57,0.55,0.45,0.35,0.4,0,
"Double knit jersey, salmon",K7,K7x3,K,2,Knit,Cotton blend,"Cotton blend, lightweight, jersey, interlock knit, salmon",3,None,,611,31,42,0.82,0.79,0.69,0.62,0.52,0.39,0.35,0.33,0.27,0.22,0.18,0.12,0.08,0,0,NaN,
"Fine-gauge, single knit jersey, 5% lycra",K8,K8,K,2,Knit,Cotton blend,"Cotton with 5% lycra, lightweight, fine-gauge jersey, single knit, white",1,None,0.7,254,44,20,0.93,0.92,0.87,0.82,0.74,0.65,0.6,0.56,0.42,0.24,0.11,0.06,0.02,0.1,0,0,
"Fine-gauge, single knit jersey, 5% lycra",K8,K8 WDx10,K,2,Knit,Cotton blend,"Cotton with 5% lycra, lightweight, fine-gauge jersey, single knit, white",1,Launder,,254,21,15,0.95,0.94,0.92,0.89,0.87,0.82,0.79,0.77,0.73,0.64,0.58,0.44,0.27,0.67,0,0,
"Single knit jersey, 5% lycra",K9,K9,K,2,Knit,Cotton blend,"Cotton with 5% lycra, lightweight, jersey, single knit, black",1,None,0.59,215,27,17,0.97,0.96,0.92,0.88,0.84,0.77,0.72,0.69,0.63,0.55,0.45,0.32,0.2,0.13,0.18,NaN,
Spandex polyester,K10,K10,K,2,Knit,Spandex blend,"95% polyester with 5% spandex , medium weight, interlock knit, black",1,None,0.75,230,8,23,1,0.99,0.97,0.95,0.93,0.89,0.87,0.85,0.83,0.8,0.76,0.69,0.62,0.59,0.82,1.75,232%
Spandex polyester ,K10,K10 WDx10,K,2,Knit,Spandex blend,"95% polyester with 5% spandex , medium weight, interlock knit, black",1,Launder,,230,7,37,0.95,0.93,0.9,0.89,0.86,0.83,0.8,0.8,0.77,0.73,0.68,0.56,0.59,0.42,0,0,
Nylon,K11,K11,K,2,Knit,Nylon-spandex blend,"95% nylon with 5% spandex, lightweight, single knit, red",1,None,0.4,161,5,15,0.98,0.98,0.97,0.96,0.95,0.94,0.93,0.93,0.93,0.92,0.9,0.87,0.81,0.91,0.4,0,68%
Nylon,K11,K11 WDx10 ,K,2,Knit,Nylon-spandex blend,"95% nylon with 5% spandex, lightweight, single knit, red",1,Launder,,161,6,21,0.98,0.97,0.95,0.95,0.93,0.91,0.91,0.88,0.88,0.87,0.85,0.77,0.81,0.55,NaN,0,
Nylon,K11,K1x3,K,2,Knit,Nylon-spandex blend,"95% nylon with 5% spandex, lightweight, single knit, red",3,None,1.28,497,15,2,0.97,0.98,0.98,0.98,0.99,0.96,0.97,0.98,0.97,0.99,0.99,1.04,0.89,0.79,0.57,0,
Velour,CP1,CP1,CP,3,Cut pile,Velour,"Cotton, polyester, and spandex blend, medium weight, knit short cut pile, sky blue",1,None,,242,8,31,0.92,0.91,0.89,0.89,0.86,0.83,0.82,0.8,0.78,0.75,0.7,0.59,0.54,0.42,0,0,
Velour,CP1,CP1 WDx10,CP,3,Cut pile,Velour,"Cotton, polyester, and spandex blend, medium weight, knit short cut pile, sky blue",1,Launder,,242,13,22,0.91,0.91,0.89,0.88,0.86,0.82,0.8,0.78,0.75,0.69,0.67,0.51,0.44,0.18,0,0,
Velour,CP1,CP1x4,CP,3,Cut pile,Velour,"Cotton, polyester, and spandex blend, medium weight, knit short cut pile, sky blue",4,None,5.37,966,40,27,0.68,0.68,0.64,0.62,0.56,0.47,0.42,0.4,0.34,0.26,0.19,0.11,0.15,0,0,0,
Velour,CP1,CP1x4,CP,3,Cut pile,Velour,"Cotton, polyester, and spandex blend, medium weight, knit short cut pile, sky blue",4,None,5.37,966,40,28,0.76,0.76,0.69,0.64,0.56,0.47,0.42,0.38,0.33,0.26,0.18,0.11,0.05,0,0,0,
Fleece,CP2,CP2,CP,3,Cut pile,Polyester,"Polyester, medium weight, knit cut pile brushed, navy",1,None,1.6,276,25,29,0.92,0.9,0.85,0.8,0.75,0.64,0.58,0.54,0.48,0.41,0.3,0.22,0.15,0.07,0,NaN,
Fleece,CP2,CP2 WDx10,CP,3,Cut pile,Polyester,"Polyester, medium weight, knit cut pile brushed, navy",1,Launder,,276,16,26,0.94,0.93,0.9,0.88,0.83,0.78,0.74,0.71,0.67,0.6,0.5,0.36,0.32,0.18,0,NaN,
Velvet,CP3,CP3x2,CP,3,Cut pile,Polyester,"Polyester, lightweight, woven short cut pile, black",2,None,,448,6,31,0.96,0.95,0.94,0.93,0.92,0.89,0.85,0.85,0.83,0.8,0.77,0.65,0.56,0.38,0,0,
Velvet,CP3,CP3,CP,3,Cut pile,Polyester,"Polyester, lightweight, woven short cut pile, black",1,None,0.7,224,2,25,0.98,0.98,0.98,0.98,0.98,0.96,0.95,0.96,0.95,0.93,0.9,0.86,0.87,1.06,0.83,0.42,
Corduroy,CP4,CP4,CP,3,Cut pile,Polyester,"Polyester, medium weight, knit cut pile, black",1,None,1.4,331,9,36,0.93,0.93,0.91,0.9,0.86,0.8,0.78,0.76,0.73,0.67,0.6,0.5,0.42,0.37,0.44,0,
Interfacing polypropylene,nW1,nW1,nW,4,Nonwoven,Polypropylene,"Lightweight, contain heat-activated adhesive, black, unknown biocompatibility",1,None,,49,3,22,1,1,0.99,0.99,0.98,0.95,0.95,0.95,0.94,0.94,0.92,1.03,0.72,0.6,0,NaN,
Interfacing polypropylene,nW1,nW1x10,nW,4,Nonwoven,Polypropylene,"Lightweight, contain heat-activated adhesive, black, unknown biocompatibility",1,None,1.56,488,35,8,1.05,1.06,1.04,1.04,1,0.94,0.91,0.87,0.76,0.53,0.34,0.24,0.26,0,0,NaN,
H300,nW2,nW2,nWH,4,Nonwoven (Halyard),spunbond meltblown spunbond polypropylene,"Recycled Halyard sterilization wrapping after autoclave sterilization, 1-ply of 2-ply sheet",1,None,,50,37,78,0.59,0.52,0.4,0.32,0.24,0.15,0.1,0.08,0.06,0.03,0.01,0,0.01,0,0,NaN,
